"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","2","2","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","405","227","2","0","2","0","193","2","831","82","COUNTY TRANSFER-OUT","916","548","11","0","3","0","314","21","1,813"
"DESIGNATED STATE AGENCIES","9","5","0","0","0","0","3","0","17","5","CRIMINAL CONVICTION","12","2","0","0","0","0","2","1","17"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","1","DEATH NOTICE","5","2","0","0","0","0","0","0","7"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE / MERGED","44","16","1","0","1","0","13","0","75"
"PROVISIONAL BALLOT","10","11","0","0","0","0","3","0","24","6","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","93","19","1","0","0","0","8","0","121","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","642","254","2","1","5","0","315","17","1,236","25","MOVED OUT OF STATE","2","2","0","0","0","0","0","0","4"
"NVRA BY MAIL","24","9","2","0","0","0","10","1","46","0","OTHER","1","1","0","0","0","0","1","0","3"
"OTHER MEANS","6","3","2","0","0","0","1","0","12","509","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","8","3","0","0","0","0","4","3","18"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","1,192","529","9","1","7","0","534","20","2,292","633","TOTAL","989","574","12","0","4","0","334","25","1,938"
