"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","1","0","0","0","0","0","0","1"
"BY MAIL","81","42","0","0","0","0","27","3","153","36","COUNTY TRANSFER - OUT","80","67","0","0","0","0","22","4","173"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","2","2","0","0","0","0","1","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","9","7","0","0","0","0","1","1","18"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE / MERGED","2","1","0","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","4","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","3","0","0","0","0","0","0","3","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","153","58","1","0","0","0","76","4","292","77","MOVED OUT OF STATE","142","154","2","0","0","0","58","3","359"
"NVRA BY MAIL","7","5","0","0","0","0","3","0","15","0","OTHER","4","1","0","0","0","0","0","0","5"
"OTHER MEANS","5","1","0","0","0","0","2","0","8","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","2","0","0","0","0","0","0","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","249","109","1","0","0","0","108","7","474","121","TOTAL","240","235","2","0","0","0","82","8","567"
