"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","216","133","2","0","4","0","89","3","447","0","COUNTY TRANSFER - OUT","373","297","1","0","3","0","228","0","902"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE / MERGED","64","49","1","0","0","0","21","0","135"
"PROVISIONAL BALLOT","3","0","0","0","0","0","2","0","5","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","3","0","0","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","345","240","2","1","7","0","257","0","852","0","MOVED OUT OF STATE","48","45","0","0","0","0","26","0","119"
"NVRA BY MAIL","5","2","0","0","1","0","3","0","11","0","OTHER","4","0","0","0","0","0","1","0","5"
"OTHER MEANS","2","0","1","0","0","0","0","0","3","0","VOTER REQUEST","17","22","2","0","0","0","12","0","53"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","81","53","2","0","2","0","73","0","211"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","574","379","5","1","12","0","351","3","1,325","0","TOTAL","587","466","6","0","5","0","361","0","1,425"
