"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","11","9","0","0","0","0","0","1","21","0","COUNTY TRANSFER - OUT","25","36","1","0","0","0","12","0","74"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","9","5","0","0","0","0","1","0","15"
"FROM ANOTHER BOARD","40","36","0","0","1","0","13","0","90","0","DUPLICATE / MERGED","11","6","0","0","0","0","4","0","21"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","59","49","0","0","1","0","44","1","154","0","MOVED OUT OF STATE","9","10","0","0","0","0","6","0","25"
"NVRA BY MAIL","0","0","0","0","0","0","1","0","1","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","1","2","0","0","0","0","1","0","4","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","66","54","1","0","0","0","23","0","144"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","112","96","0","0","2","0","59","2","271","0","TOTAL","120","111","2","0","0","0","46","0","279"
