"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","12","8","0","0","0","0","9","0","29","0","COUNTY TRANSFER - OUT","5","8","0","0","1","0","3","1","18"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","5","2","0","0","0","0","0","1","8"
"FROM ANOTHER BOARD","0","3","0","0","0","0","1","0","4","0","DUPLICATE / MERGED","1","2","0","0","0","0","3","0","6"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","21","21","0","0","0","0","14","0","56","10","MOVED OUT OF STATE","16","7","0","0","0","0","4","0","27"
"NVRA BY MAIL","1","2","0","0","0","0","0","0","3","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","5","0","0","0","0","2","0","13"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","36","34","0","0","0","0","24","0","94","10","TOTAL","35","24","0","0","1","0","12","2","74"
