"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","70","83","0","0","0","0","48","0","201","0","COUNTY TRANSFER - OUT","16","27","0","0","0","0","13","0","56"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","1","1","0","0","0","0","0","0","2"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE / MERGED","6","6","0","0","1","0","2","0","15"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","16","12","0","0","0","0","6","2","36","0","MOVED OUT OF STATE","1","2","0","0","0","0","1","0","4"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","87","96","0","0","0","0","54","2","239","0","TOTAL","24","36","0","0","1","0","16","0","77"
