"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","248","143","2","0","0","0","115","1","509","100","COUNTY TRANSFER - OUT","113","64","2","0","1","0","68","2","250"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","1","0","3","1","CRIMINAL CONVICTION","10","1","0","0","0","0","2","0","13"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","1","4","0","0","0","0","2","0","7"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","8","DUPLICATE / MERGED","31","23","0","0","0","0","14","0","68"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","6","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","0","0","0","0","0","0","0","2","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","170","94","0","0","1","0","107","3","375","58","MOVED OUT OF STATE","26","24","1","0","0","0","23","0","74"
"NVRA BY MAIL","2","1","0","0","0","0","2","0","5","0","OTHER","2","0","0","0","0","0","3","0","5"
"OTHER MEANS","0","1","0","0","0","0","1","0","2","1","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","287","193","4","0","2","0","142","4","632"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","426","241","2","0","1","0","226","4","900","176","TOTAL","471","309","7","0","3","0","254","6","1,050"
