"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","0","0","0","0","0","0","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","245","98","2","0","3","0","109","5","462","6","COUNTY TRANSFER - OUT","779","464","6","0","5","0","391","2","1,647"
"DESIGNATED STATE AGENCIES","2","1","0","0","0","0","0","0","3","0","CRIMINAL CONVICTION","4","2","0","0","0","0","1","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","2","2","0","0","0","0","1","0","5"
"FROM ANOTHER BOARD","2","1","0","0","0","0","0","0","3","0","DUPLICATE / MERGED","89","38","0","0","0","0","36","0","163"
"PROVISIONAL BALLOT","4","1","0","0","0","0","0","0","5","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","834","292","7","0","5","0","667","18","1,823","60","MOVED OUT OF STATE","125","57","3","0","0","0","40","0","225"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","13","0","0","0","0","0","10","0","23"
"OTHER MEANS","15","4","2","0","0","0","12","0","33","7","VOTER REQUEST","1","1","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","298","107","4","0","1","0","117","2","529"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","0","1","0","3","0","","","","","","","","","",""
"TOTAL","1,107","398","11","0","8","0","789","23","2,336","74","TOTAL","1,311","671","13","0","6","0","596","4","2,601"
