"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","1","0","0","3","0","4"
"BY MAIL","395","155","2","8","143","14","717","120","CONFIRMATION MAIL","26","8","0","0","9","0","43"
"DESIGNATED STATE AGENCIES","177","40","2","4","84","7","314","35","COUNTY TRANSFER - OUT","3,069","1,114","17","47","1,124","21","5,392"
"ELDERLY / DISABLED / SOC SEC","239","58","2","3","113","6","421","3","CRIMINAL CONVICTION","83","19","1","0","23","1","127"
"ERIC REPORT","430","152","4","5","209","8","808","14","DEATH NOTICE","2,081","967","3","2","319","29","3,401"
"FROM ANOTHER BOARD","12","4","0","0","2","1","19","14","DUPLICATE","37","6","0","0","13","0","56"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","2","MAIL VERIFICATION (NVRA)","16,995","5,977","109","261","6,264","272","29,878"
"IN PERSON","25","5","0","0","2","0","32","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","8959","3405","50","194","5114","99","17,821","1,171","MOVED OUT OF STATE","540","515","3","9","257","12","1,336"
"NVRA BY MAIL","45","11","0","0","14","1","71","8","OTHER","73","21","4","1","32","6","137"
"ONLINE REGISTRATION","300","103","3","4","128","6","544","14","VOTER REQUEST","14","5","0","0","12","1","32"
"OTHER MEANS","64","21","0","0","36","2","123","110","","","","","","","",""
"RECRUITING","0","0","0","0","0","0","0","0","","","","","","","",""
"SOCIAL SERVICES","6","4","0","0","5","0","15","7","","","","","","","",""
"VOLUNTEER","59","7","0","0","17","1","84","0","","","","","","","",""
"TOTAL","10,711","3,965","63","218","5,867","145","20,969","1,500","TOTAL","22,918","8,633","137","320","8,056","342","40,406"
