"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","4","0","0","2","0","11","0","BOARD ACTION","2","2","0","0","1","0","5"
"BY MAIL","635","272","4","3","272","12","1,198","24","COUNTY TRANSFER - OUT","284","140","5","2","98","5","534"
"DESIGNATED STATE AGENCIES","10","10","0","0","5","0","25","0","CRIMINAL CONVICTION","2","0","0","0","1","0","3"
"ELDERLY / DISABLED","50","23","1","1","49","1","125","0","DEATH NOTICE","21","9","0","0","4","0","34"
"FROM ANOTHER BOARD","27","13","0","1","11","5","57","0","DUPLICATE","9","2","0","0","1","1","13"
"PROVISIONAL BALLOT","390","141","1","0","6","0","538","1","MAIL VERIFICATION (NVRA)","9","7","0","0","4","0","20"
"IN PERSON","137","29","0","1","21","1","189","6","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","578","277","6","8","386","15","1,270","5","MOVED OUT OF STATE","51","35","1","1","20","1","109"
"NVRA BY MAIL","40","7","1","0","17","0","65","0","OTHER","12","5","1","0","6","0","0"
"OTHER MEANS","24","18","0","0","17","2","61","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","1","0","0","0","0","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","9","1","0","0","8","0","18","0","","","","","","","",""
"TOTAL","1,905","795","13","14","794","36","3,557","36","TOTAL","392","201","7","3","135","7","721"
