"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","49","39","0","0","16","0","104","8","BOARD ACTION","23","6","0","0","8","0","37"
"BY MAIL","8,423","2,634","41","53","2,806","176","14,133","667","COUNTY TRANSFER - OUT","4,929","1,916","46","30","1,316","159","8,396"
"DESIGNATED STATE AGENCIES","419","120","2","3","154","7","705","6","CRIMINAL CONVICTION","17","7","1","0","8","0","33"
"ELDERLY / DISABLED","711","250","9","10","260","8","1,248","2","DEATH NOTICE","465","299","1","0","37","6","808"
"FROM ANOTHER BOARD","1,400","256","4","10","304","21","1,995","22","DUPLICATE","74","33","1","0","28","3","139"
"PROVISIONAL BALLOT","2,363","645","4","2","94","7","3,115","443","MAIL VERIFICATION (NVRA)","210","107","3","0","34","3","357"
"IN PERSON","1,045","232","5","4","144","8","1,438","86","MENTAL INCOMPETENCY","1","1","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","9,239","3,683","63","109","4,568","146","17,808","827","MOVED OUT OF STATE","814","513","10","6","310","16","1,669"
"NVRA BY MAIL","643","327","4","5","282","16","1,277","16","OTHER","1,353","298","3","2","163","11","1,830"
"OTHER MEANS","1,447","547","11","16","373","22","2,416","1,006","VOTER REQUEST","9","7","0","0","0","0","16"
"RECRUITING","2","2","0","0","1","0","5","0","CONFIRMATION MAIL","1,472","1,385","17","10","564","58","3,506"
"SOCIAL SERVICES","2","0","0","0","0","0","2","0","","","","","","","",""
"VOLUNTEER","130","23","1","0","47","3","204","0","","","","","","","",""
"TOTAL","25,873","8,758","144","212","9,049","414","44,450","3,083","TOTAL","9,367","4,572","82","48","2,468","256","16,793"
