"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","27","9","0","0","9","2","47","0","COUNTY TRANSFER - OUT","71","30","0","0","7","0","108"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","3","1","0","0","0","0","4","0","DEATH NOTICE","1","0","0","0","0","0","1"
"FROM ANOTHER BOARD","4","1","0","0","0","0","5","0","DUPLICATE","1","1","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","145","49","0","0","14","0","208"
"IN PERSON","4","1","0","0","0","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","3","3","0","0","1","1","8","0","MOVED OUT OF STATE","2","0","0","0","0","0","2"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","0","1","0","0","0","0","1"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","1","0","0","1","0","8"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","42","15","0","0","10","3","70","0","TOTAL","227","82","0","0","22","0","331"
