"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","3","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","88","71","0","0","26","0","185","63","COUNTY TRANSFER - OUT","88","60","0","1","15","1","165"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","4","0","0","0","2","0","6","0","DEATH NOTICE","2","4","0","0","0","0","6"
"FROM ANOTHER BOARD","0","2","0","0","1","0","3","0","DUPLICATE","2","1","0","0","0","0","3"
"PROVISIONAL BALLOT","0","1","0","0","0","0","1","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","58","49","0","2","35","4","148","18","MOVED OUT OF STATE","12","18","0","0","1","0","31"
"NVRA BY MAIL","9","8","0","0","4","0","21","0","OTHER","1","1","0","0","1","0","3"
"OTHER MEANS","8","2","0","0","4","0","14","0","VOTER REQUEST","1","1","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","32","22","0","0","3","1","58"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","1","0","0","0","0","3","0","","","","","","","",""
"TOTAL","173","135","0","2","72","4","386","83","TOTAL","138","107","0","1","21","2","269"
