"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","2","0","4","1","BOARD ACTION","1","2","0","0","0","0","3"
"BY MAIL","96","47","1","0","20","0","164","185","COUNTY TRANSFER - OUT","67","67","0","1","15","2","152"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","2","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","7","3","0","0","2","0","12","0","DEATH NOTICE","11","10","0","0","1","0","22"
"FROM ANOTHER BOARD","0","2","0","1","0","0","3","5","DUPLICATE","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","3","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","5","8","0","0","1","0","14","1","MENTAL INCOMPETENCY","0","1","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","127","76","1","1","59","1","265","131","MOVED OUT OF STATE","8","9","0","0","1","0","18"
"NVRA BY MAIL","13","5","0","0","5","0","23","8","OTHER","9","4","0","0","3","0","16"
"OTHER MEANS","14","13","0","0","3","0","30","68","VOTER REQUEST","1","4","0","0","0","0","5"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","0","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","1","0","0","0","0","3","0","","","","","","","",""
"TOTAL","267","156","2","2","92","1","520","403","TOTAL","98","98","0","1","21","2","220"
