"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","27","20","0","0","11","0","58","1","COUNTY TRANSFER - OUT","34","40","0","0","20","5","99"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","7","1","0","0","2","0","10","0","DEATH NOTICE","6","12","0","0","2","0","20"
"FROM ANOTHER BOARD","5","1","0","0","1","0","7","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","3","3","0","0","1","0","7"
"IN PERSON","3","2","0","0","4","0","9","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","27","25","0","1","15","1","69","10","MOVED OUT OF STATE","18","24","0","0","9","0","51"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","2","1","0","0","1","0","4"
"OTHER MEANS","1","3","0","0","0","0","4","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","932","1,011","14","9","418","42","2,426"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","72","53","0","1","33","1","160","12","TOTAL","995","1,091","14","9","451","47","2,607"
