"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","38","40","1","0","29","2","110","0","COUNTY TRANSFER - OUT","35","34","0","0","5","1","75"
"DESIGNATED STATE AGENCIES","2","0","0","0","1","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","8","10","0","0","9","0","27","0","DEATH NOTICE","8","0","0","0","0","0","8"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","3","0","0","0","0","0","3","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","11","9","0","0","3","1","24","0","MENTAL INCOMPETENCY","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","43","27","0","1","18","1","90","0","MOVED OUT OF STATE","0","0","0","0","2","0","2"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","2","2","0","0","0","0","4"
"OTHER MEANS","0","3","0","0","1","1","5","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","106","89","1","1","61","5","263","0","TOTAL","46","36","0","0","7","1","90"
