"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","5","0","0","5","0","17","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","713","395","5","10","365","2","1,490","0","COUNTY TRANSFER - OUT","327","218","2","0","146","0","693"
"DESIGNATED STATE AGENCIES","3","9","0","0","5","0","17","0","CRIMINAL CONVICTION","3","1","0","0","3","0","7"
"ELDERLY / DISABLED","58","44","0","1","20","0","123","0","DEATH NOTICE","57","28","0","0","0","0","85"
"FROM ANOTHER BOARD","9","4","0","0","5","0","18","0","DUPLICATE","0","2","0","0","0","0","2"
"PROVISIONAL BALLOT","76","16","0","0","1","0","93","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","108","18","1","0","14","0","141","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","692","445","11","14","545","1","1,708","0","MOVED OUT OF STATE","43","40","2","2","16","0","103"
"NVRA BY MAIL","62","37","2","1","49","0","151","0","OTHER","12","2","0","0","6","0","20"
"OTHER MEANS","125","111","1","8","57","0","302","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","1","0","","","","","","","",""
"TOTAL","1,853","1,085","20","34","1,066","3","4,061","0","TOTAL","443","291","4","2","171","0","911"
