"Kent","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","1","0","1"
"BY MAIL","16","9","0","1","8","1","35","1","COUNTY TRANSFER - OUT","9","10","0","0","2","0","21"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","5","3","0","0","1","0","9"
"FROM ANOTHER BOARD","0","0","0","0","3","0","3","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","8","MAIL VERIFICATION (NVRA)","3","1","0","0","1","1","6"
"IN PERSON","6","12","0","0","1","0","19","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","27","21","0","0","11","0","59","6","MOVED OUT OF STATE","7","2","0","0","1","0","10"
"NVRA BY MAIL","11","4","0","0","5","0","20","0","OTHER","0","1","0","0","0","0","1"
"OTHER MEANS","5","2","0","0","0","0","7","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","1","0","0","1","0","5"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","0","0","0","1","0","3","0","","","","","","","",""
"TOTAL","67","48","0","1","29","1","146","18","TOTAL","27","18","0","0","7","1","53"
