"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","4","0","0","0","0","5","0","BOARD ACTION","1","0","0","0","0","0","1"
"BY MAIL","159","114","1","3","66","9","352","5","COUNTY TRANSFER - OUT","121","72","2","0","34","1","230"
"DESIGNATED STATE AGENCIES","3","6","0","0","2","0","11","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","21","7","0","0","2","0","30","0","DEATH NOTICE","37","42","0","0","3","0","82"
"FROM ANOTHER BOARD","1","1","0","0","0","0","2","0","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","10","1","0","0","1","0","12","1","MAIL VERIFICATION (NVRA)","2","1","0","0","1","0","4"
"IN PERSON","39","15","0","1","6","1","62","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","461","289","4","4","245","13","1,016","5","MOVED OUT OF STATE","41","53","2","1","25","0","122"
"NVRA BY MAIL","75","50","0","0","38","6","169","0","OTHER","14","3","0","0","3","1","21"
"OTHER MEANS","114","112","4","2","30","2","264","2","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","69","40","0","0","17","1","127"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","15","5","1","0","9","0","30","0","","","","","","","",""
"TOTAL","899","604","10","10","399","31","1,953","18","TOTAL","286","211","4","1","83","3","588"
