"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","2","0","0","0","0","5","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","72","53","2","2","37","5","171","7","COUNTY TRANSFER - OUT","35","37","0","0","27","0","99"
"DESIGNATED STATE AGENCIES","0","2","0","0","3","0","5","1","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","4","1","0","0","1","0","6","0","DEATH NOTICE","40","21","0","0","3","0","64"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","1","0","2"
"PROVISIONAL BALLOT","7","5","1","0","1","0","14","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","4","3","0","0","0","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","232","179","2","10","151","4","578","71","MOVED OUT OF STATE","8","6","0","0","5","3","22"
"NVRA BY MAIL","22","7","0","0","8","0","37","1","OTHER","8","3","1","0","0","0","12"
"OTHER MEANS","0","2","0","0","0","0","2","2","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","27","48","0","0","18","3","96"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","344","254","5","12","201","9","825","84","TOTAL","120","116","1","0","54","6","297"
