"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","11","2","0","0","1","0","14","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","1,796","105","2","9","302","22","2,236","0","COUNTY TRANSFER - OUT","988","172","6","3","169","109","1,447"
"DESIGNATED STATE AGENCIES","275","24","0","2","74","6","381","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","47","2","0","0","11","0","60","0","DEATH NOTICE","16","6","0","0","1","0","23"
"FROM ANOTHER BOARD","1,098","139","3","5","202","13","1,460","1","DUPLICATE","22","3","0","0","1","2","28"
"PROVISIONAL BALLOT","82","5","0","0","7","0","94","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","110","5","0","0","17","1","133","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,378","93","1","7","326","8","1,813","0","MOVED OUT OF STATE","70","13","0","0","7","4","94"
"NVRA BY MAIL","2","0","0","0","2","0","4","0","OTHER","23","0","0","0","15","2","40"
"OTHER MEANS","427","32","0","0","71","11","541","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","52","2","0","0","16","2","72","0","","","","","","","",""
"TOTAL","5,278","409","6","23","1,029","63","6,808","2","TOTAL","1,119","194","6","3","193","117","1,632"
