"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","9","19","0","0","13","0","41","0","COUNTY TRANSFER - OUT","21","18","0","0","6","1","46"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","8","1","1","0","0","0","10","0","DEATH NOTICE","2","4","0","0","0","0","6"
"FROM ANOTHER BOARD","3","0","0","0","0","1","4","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","2","5","0","0","0","0","7","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","68","88","0","1","51","4","212","0","MOVED OUT OF STATE","6","11","0","0","2","0","19"
"NVRA BY MAIL","58","82","0","0","25","2","167","0","OTHER","2","0","0","0","0","0","2"
"OTHER MEANS","15","5","0","0","3","1","24","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","12","20","0","0","7","0","39"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","163","200","1","1","92","8","465","0","TOTAL","43","53","0","0","15","1","112"
