"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","69","31","0","0","7","2","109","117","BOARD ACTION","1","0","0","0","2","0","3"
"BY MAIL","761","296","2","15","254","51","1,379","448","CONFIRMATION MAIL","20","8","0","1","4","1","34"
"DESIGNATED STATE AGENCIES","122","43","1","0","51","0","217","2","COUNTY TRANSFER - OUT","3,118","1,167","33","34","1,026","42","5,420"
"ELDERLY / DISABLED","23","14","0","0","8","1","46","14","CRIMINAL CONVICTION","87","17","0","1","25","1","131"
"FROM ANOTHER BOARD","32","10","0","0","12","2","56","23","DEATH NOTICE","1,904","799","4","2","248","37","2,994"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","DUPLICATE","67","16","0","1","15","0","99"
"IN PERSON","164","78","0","0","47","2","291","12","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","4998","2196","43","111","2781","32","10,161","1,337","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","76","60","0","1","54","2","193","14","MOVED OUT OF STATE","448","312","4","10","229","15","1,018"
"ONLINE REGISTRATION","653","341","8","18","172","4","1,196","32","OTHER","83","42","0","3","44","1","173"
"OTHER MEANS","242","116","2","6","190","9","565","585","VOTER REQUEST","10","6","0","0","8","0","24"
"RECRUITING","1","1","0","0","0","1","3","0","","","","","","","","0"
"SOCIAL SERVICES","40","7","0","0","27","0","74","41","","","","","","","",""
"VOLUNTEER","73","41","1","1","34","3","153","0","","","","","","","",""
"TOTAL","7,254","3,234","57","152","3,637","109","14,443","2,625","TOTAL","5,738","2,368","41","52","1,601","97","9,897"
