"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","10","4","0","0","2","0","16","0","COUNTY TRANSFER - OUT","20","16","0","0","3","1","40"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","1","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","6","3","0","0","1","0","10"
"FROM ANOTHER BOARD","0","1","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","13","6","1","0","7","0","27","2","MOVED OUT OF STATE","6","3","0","0","0","0","9"
"NVRA BY MAIL","1","3","0","0","0","0","4","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","1","0","0","0","1","0","2","0","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","20","3","0","0","5","0","28"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","19","1","0","0","3","0","23","0","","","","","","","",""
"TOTAL","45","16","1","0","14","0","76","2","TOTAL","54","25","0","0","10","1","90"
