"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","1","0","1"
"BY MAIL","12","12","0","0","10","0","34","0","COUNTY TRANSFER - OUT","12","14","1","0","7","0","34"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","14","5","0","0","0","1","20"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","68","81","1","0","62","1","213","6","MOVED OUT OF STATE","8","14","0","1","5","0","28"
"NVRA BY MAIL","5","4","0","0","5","1","15","1","OTHER","","","","","","","0"
"OTHER MEANS","0","0","0","0","1","0","1","0","VOTER REQUEST","","","","","","","0"
"RECRUITING","1","0","0","0","1","0","2","0","CONFIRMATION MAIL","0","1","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","1","0","","","","","","","",""
"TOTAL","87","98","1","0","79","2","267","7","TOTAL","34","34","1","1","14","1","85"
