"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","23","46","0","1","17","0","87","2","COUNTY TRANSFER - OUT","26","33","0","0","14","0","73"
"DESIGNATED STATE AGENCIES","2","1","0","0","4","0","7","0","CRIMINAL CONVICTION","2","1","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","29","27","0","0","0","0","56"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","3","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","70","77","0","1","66","0","214","33","MOVED OUT OF STATE","11","10","0","0","8","0","29"
"NVRA BY MAIL","4","9","0","0","3","0","16","0","OTHER","0","1","0","0","0","0","1"
"OTHER MEANS","2","1","0","0","0","0","3","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","6","0","0","7","0","18"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","6","19","1","1","6","0","33","0","","","","","","","",""
"TOTAL","108","156","1","3","97","0","365","37","TOTAL","73","78","0","0","29","0","180"
