"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","6","5","1","0","2","0","14","2","COUNTY TRANSFER - OUT","11","9","0","0","4","1","25"
"DESIGNATED STATE AGENCIES","0","0","0","1","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","24","18","1","0","0","0","43"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","19","17","1","0","9","0","46"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","44","42","0","2","29","0","117","22","MOVED OUT OF STATE","4","10","0","0","5","0","19"
"NVRA BY MAIL","4","1","0","0","3","0","8","1","OTHER","0","0","0","0","2","0","2"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","39","44","1","0","23","3","110"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","","","","","","","",""
"VOLUNTEER","1","2","0","0","4","0","7","0","","","","","","","",""
"TOTAL","56","50","1","3","38","0","148","25","TOTAL","97","98","3","0","43","4","245"
