"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","35","6","0","0","0","0","41","6","BOARD ACTION","30","6","0","0","10","2","48"
"BY MAIL","1,204","610","14","16","476","17","2,337","69","COUNTY TRANSFER - OUT","2,000","1,004","12","11","583","46","3,656"
"DESIGNATED STATE AGENCIES","105","40","2","2","68","1","218","12","CRIMINAL CONVICTION","48","25","0","1","25","1","100"
"ELDERLY / DISABLED","14","5","0","0","7","0","26","3","DEATH NOTICE","540","340","3","0","71","6","960"
"FROM ANOTHER BOARD","513","146","3","3","155","3","823","10","DUPLICATE","54","18","0","0","11","0","83"
"PROVISIONAL BALLOT","17","0","0","0","1","1","19","7","MAIL VERIFICATION (NVRA)","920","193","1","1","163","77","1,355"
"IN PERSON","109","35","0","0","23","1","168","9","MENTAL INCOMPETENCY","2","2","0","0","0","0","4"
"MOTOR VEHICLE ADMINISTRATION","4,352","2,182","38","52","2,699","74","9,397","844","MOVED OUT OF STATE","796","511","7","3","301","45","1,663"
"NVRA BY MAIL","128","71","0","0","66","3","268","3","OTHER","186","114","2","8","110","8","428"
"OTHER MEANS","500","77","1","1","277","13","869","250","VOTER REQUEST","8","3","0","0","1","0","12"
"RECRUITING","1","0","0","0","1","0","2","0","CONFIRMATION MAIL","1,224","966","11","7","672","1,834","4,714"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","","","","","","","",""
"VOLUNTEER","285","126","4","9","167","1","592","0","","","","","","","",""
"TOTAL","7,264","3,298","62","83","3,940","114","14,761","1,213","TOTAL","5,808","3,182","36","31","1,947","2,019","13,023"
