"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","10","4","0","0","0","0","14","1","BOARD ACTION","2","0","0","0","1","0","3"
"BY MAIL","170","41","3","1","48","1","264","2","COUNTY TRANSFER - OUT","388","72","3","1","64","0","528"
"DESIGNATED STATE AGENCIES","8","1","0","0","2","0","11","0","CRIMINAL CONVICTION","4","1","0","0","0","0","5"
"ELDERLY / DISABLED","4","1","0","0","0","0","5","1","DEATH NOTICE","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","19","5","0","0","7","0","31","1","DUPLICATE","19","3","0","0","1","0","23"
"PROVISIONAL BALLOT","6","0","0","0","1","1","8","6","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","33","6","0","0","7","0","46","7","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","712","134","8","6","264","10","1,134","25","MOVED OUT OF STATE","0","0","0","0","0","0","0"
"NVRA BY MAIL","13","1","0","0","2","0","16","0","OTHER","6","1","0","0","2","1","10"
"OTHER MEANS","60","5","0","0","14","1","80","7","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","4","0","0","0","0","0","4","0","","","","","","","",""
"TOTAL","1,039","198","11","7","345","13","1,613","50","TOTAL","420","77","3","1","68","1","570"
