"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","27","20","0","0","14","0","61","1","COUNTY TRANSFER - OUT","21","19","0","0","8","0","48"
"DESIGNATED STATE AGENCIES","2","3","0","0","3","0","8","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","30","33","0","0","4","0","67"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","0","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","90","115","0","2","98","2","307","67","MOVED OUT OF STATE","8","19","0","0","10","0","37"
"NVRA BY MAIL","1","1","0","0","0","0","2","0","OTHER","1","1","1","0","4","0","7"
"OTHER MEANS","2","1","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","3","0","0","3","0","10"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","5","1","0","0","0","0","6","0","","","","","","","",""
"TOTAL","129","141","0","2","116","2","390","68","TOTAL","64","76","1","0","29","0","170"
