"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","2","1","BOARD ACTION","1","0","0","0","1","1","3"
"BY MAIL","11","19","0","0","7","1","38","1","COUNTY TRANSFER - OUT","28","12","0","0","10","1","51"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","1","0","0","1","0","5"
"ELDERLY / DISABLED","2","3","0","0","0","0","5","0","DEATH NOTICE","1","0","0","0","0","0","1"
"FROM ANOTHER BOARD","3","8","0","0","1","0","12","1","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","1"
"IN PERSON","3","3","0","0","0","0","6","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","48","48","1","1","36","1","135","24","MOVED OUT OF STATE","4","3","0","0","1","0","8"
"NVRA BY MAIL","1","2","0","0","0","0","3","0","OTHER","5","1","0","0","0","0","6"
"OTHER MEANS","1","1","0","0","3","0","5","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","10","0","0","2","0","16"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","2","0","0","2","0","6","0","","","","","","","",""
"TOTAL","73","86","1","1","49","2","212","28","TOTAL","48","28","0","0","15","2","93"
