"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","13","13","0","1","9","0","36","0","COUNTY TRANSFER - OUT","30","23","1","0","7","0","61"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","CRIMINAL CONVICTION","1","4","0","0","2","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","4","13","0","0","1","0","18"
"FROM ANOTHER BOARD","1","1","0","0","3","0","5","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","1"
"IN PERSON","0","1","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","66","53","0","0","56","0","175","2","MOVED OUT OF STATE","11","9","0","0","3","0","23"
"NVRA BY MAIL","5","1","0","0","1","0","7","0","OTHER","1","0","0","0","1","0","2"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","12","7","0","0","3","1","23"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","3","9","0","0","3","0","15","0","","","","","","","",""
"TOTAL","88","79","0","1","72","0","240","2","TOTAL","60","56","1","0","17","1","135"
