"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","41","33","1","1","20","0","96","2","COUNTY TRANSFER - OUT","74","85","2","1","36","0","198"
"DESIGNATED STATE AGENCIES","5","2","0","0","4","0","11","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","7","6","0","0","1","0","14"
"FROM ANOTHER BOARD","32","18","0","0","11","0","61","0","DUPLICATE","0","2","0","0","3","0","5"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","5","14","0","0","5","0","24"
"IN PERSON","3","1","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","140","103","2","0","126","1","372","4","MOVED OUT OF STATE","24","42","0","0","21","0","87"
"NVRA BY MAIL","0","2","0","0","0","0","2","0","OTHER","0","1","0","0","3","0","4"
"OTHER MEANS","5","1","0","0","2","0","8","0","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","112","121","4","1","66","0","304"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","15","1","0","0","3","0","19","0","","","","","","","",""
"TOTAL","242","161","3","1","166","1","574","6","TOTAL","222","272","6","2","135","0","637"
