"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","2","BOARD ACTION","3","2","0","0","2","0","7"
"BY MAIL","24","19","0","2","5","0","50","4","COUNTY TRANSFER - OUT","31","18","0","0","10","1","60"
"DESIGNATED STATE AGENCIES","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","4","2","0","0","0","0","6"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","1","1","0","0","0","0","2","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","3","3","0","0","1","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","57","62","0","0","48","5","172","58","MOVED OUT OF STATE","8","6","0","0","1","0","15"
"NVRA BY MAIL","2","1","0","0","2","0","5","1","OTHER","1","1","0","0","0","0","2"
"OTHER MEANS","6","1","0","0","1","0","8","3","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","2","0","0","0","0","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","4","6","0","0","7","0","17","0","","","","","","","",""
"TOTAL","97","93","0","2","65","5","262","68","TOTAL","48","31","0","0","13","1","93"
