"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","21","1","0","0","0","0","22","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","195","107","1","1","78","3","385","10","COUNTY TRANSFER-OUT","375","148","1","1","83","3","611"
"DESIGNATED STATE AGENCIES","1","5","0","0","3","0","9","9","CRIMINAL CONVICTION","6","4","0","1","4","0","15"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","8","6","0","0","0","0","14"
"FROM ANOTHER BOARD","31","5","0","0","3","0","39","1","DUPLICATE","24","9","0","0","5","0","38"
"PROVISIONAL BALLOT","7","0","0","0","0","0","7","0","MAIL VERIFICATION (NVRA)","35","19","0","0","7","1","62"
"IN PERSON","23","0","0","0","4","0","27","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","857","343","9","12","388","13","1,622","31","MOVED OUT OF STATE","75","42","2","0","20","3","142"
"NVRA BY MAIL","26","8","0","0","14","2","50","0","OTHER","3","0","0","0","2","0","5"
"OTHER MEANS","22","5","0","0","7","1","35","220","VOTER REQUEST","5","1","0","0","1","0","7"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","2","0","0","0","0","7"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","1","0","1","0","","","","","","","",""
"TOTAL","1,183","474","10","13","498","19","2,197","273","TOTAL","536","231","3","2","122","7","901"
