"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","WCP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","WCP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","49","15","1","0","0","24","1","90","1,020","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","1058","270","4","5","2","405","22","1,766","554","CONFIRMATION MAIL","2","0","0","0","0","0","0","2"
"DESIGNATED STATE AGENCIES","223","52","1","1","6","160","30","473","66","COUNTY TRANSFER - OUT","9,054","2,593","32","92","22","3,588","167","15,548"
"ELDERLY / DISABLED / SOC SEC","451","93","3","8","3","218","9","785","5","CRIMINAL CONVICTION","109","14","0","2","2","36","3","166"
"ERIC REPORT","3342","1078","10","28","9","1387","70","5,924","6","DEATH NOTICE","1,745","862","1","5","2","342","36","2,993"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","38","13","0","0","0","13","1","65"
"PROVISIONAL BALLOT","3","0","0","0","0","0","0","3","25","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","0","1"
"IN PERSON","47","19","1","2","0","21","0","90","345","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","12250","3456","69","201","87","8092","352","24,507","341","MOVED OUT OF STATE","512","258","4","5","1","219","11","1,010"
"NVRA BY MAIL","61","5","0","0","0","33","1","100","12","OTHER","47","14","0","3","1","40","3","108"
"ONLINE REGISTRATION","1658","569","8","27","18","1001","25","3,306","1,027","VOTER REQUEST","26","17","0","0","0","23","1","67"
"OTHER MEANS","60","12","0","0","1","22","1","96","97","","","","","","","","",""
"RECRUITING","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"SAME DAY REGISTRATION","2","0","0","0","0","0","0","2","0","","","","","","","","",""
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","223","92","1","6","4","150","4","480","10","","","","","","","","",""
"TOTAL","19,428","5,661","98","278","130","11,513","515","37,623","3,508","TOTAL","11,533","3,772","37","107","28","4,261","222","19,960"
