"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","NLM","LIB","GRN","UNAF","OTH","TOTAL","DUPS","","DEM","REP","NLM","LIB","","GRN UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","122","37","0","1","1","43","0","204","2","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","55","19","1","1","0","22","2","100","10","CONFIRMATION MAIL","3","0","0","0","0","0","0","3"
"DESIGNATED STATE AGENCIES","25","10","0","0","0","8","0","43","1","COUNTY TRANSFER - OUT","6,141","1,719","12","59","19","2,537","180","10,667"
"ELDERLY / DISABLED / SOC SEC","740","285","11","7","5","392","4","1,444","0","CRIMINAL CONVICTION","39","11","0","0","0","16","1","67"
"ERIC REPORT","8","2","0","0","0","2","0","12","0","DEATH NOTICE","45","47","0","0","0","12","2","106"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","38","10","2","2","0","7","2","61"
"PROVISIONAL BALLOT","12968","4371","85","121","73","5762","238","23,618","2,035","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","22","11","0","0","0","5","0","38","81","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","634","428","15","11","2","436","21","1,547","33","MOVED OUT OF STATE","350","146","0","6","2","143","5","652"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","143","60","1","2","2","58","1","267"
"ONLINE REGISTRATION","112","33","1","0","1","71","3","221","0","VOTER REQUEST","68","24","0","1","0","27","1","121"
"OTHER MEANS","238","103","4","5","3","101","3","457","34","","","","","","","","",""
"RECRUITING","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"SAME DAY REGISTRATION","9853","6551","120","94","83","6002","168","22,871","1,481","","","","","","","","",""
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","1","0","4","0","","","","","","","","",""
"TOTAL","24,781","11,850","237","240","168","12,845","439","50,560","3,677","TOTAL","6,827","2,017","15","70","23","2,800","192","11,944"
