"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","3,195","1,393","25","1","13","0","1,124","93","5,844"
"BY MAIL","168","51","2","0","2","0","61","7","291","194","COUNTY TRANSFER-OUT","382","157","7","1","0","0","99","13","659"
"DESIGNATED STATE AGENCIES","11","10","0","0","0","0","2","0","23","4","CRIMINAL CONVICTION","35","7","0","0","0","0","3","0","45"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","309","106","0","0","0","0","17","7","439"
"FROM ANOTHER BOARD","20","8","0","0","0","0","8","0","36","3","DUPLICATE","21","15","0","0","0","0","6","0","42"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","10","1","1","0","0","0","1","0","13","1","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","1,011","363","7","1","14","3","451","17","1,867","36","MOVED OUT OF STATE","284","192","4","0","2","0","82","8","572"
"NVRA BY MAIL","16","8","0","0","1","0","7","0","32","0","OTHER","5","2","0","0","0","0","1","0","8"
"OTHER MEANS","1","2","0","0","0","0","1","0","4","609","VOTER REQUEST","3","0","0","0","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","123","42","1","0","0","0","43","3,435","3,644"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","5","3","0","0","0","0","2","0","10","0","","","","","","","","","",""
"TOTAL","1,242","446","10","1","17","3","533","24","2,276","849","TOTAL","4,358","1,914","37","2","15","0","1,375","3,556","11,257"
