"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","125","20","0","0","0","0","37","2","184","0","COUNTY TRANSFER - OUT","462","111","0","0","1","0","67","53","694"
"DESIGNATED STATE AGENCIES","51","7","0","0","0","0","20","3","81","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","1","0","0","0","0","0","1","0","2","0","DEATH NOTICE","275","70","0","0","0","0","6","25","376"
"FROM ANOTHER BOARD","248","41","3","0","0","0","70","2","364","0","DUPLICATE","31","5","0","0","0","0","6","1","43"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","4","0","0","0","0","0","0","1","5","0","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","504","50","1","0","3","0","155","9","722","0","MOVED OUT OF STATE","319","108","2","1","1","0","62","50","543"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","108","17","0","0","0","0","40","6","171"
"OTHER MEANS","177","23","0","1","1","0","68","11","281","0","VOTER REQUEST","1","1","0","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","125","18","1","0","0","0","23","12","179"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","19","0","0","0","0","0","1","0","20","0","","","","","","","","","",""
"TOTAL","1,131","141","4","1","4","0","352","28","1,661","0","TOTAL","1,323","330","3","1","2","0","205","147","2,011"
