"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","54","26","0","0","1","0","37","3","121","13","COUNTY TRANSFER - OUT","90","65","2","0","1","0","43","7","208"
"DESIGNATED STATE AGENCIES","285","158","3","2","7","0","180","3","638","1","CRIMINAL CONVICTION","13","2","0","0","0","0","8","0","23"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","2","0","0","0","0","0","0","0","2"
"FROM ANOTHER BOARD","23","9","0","0","0","0","12","3","47","6","DUPLICATE","5","4","0","0","0","0","0","0","9"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","0","1"
"IN PERSON","1","0","0","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","211","128","1","0","6","0","139","12","497","48","MOVED OUT OF STATE","54","45","2","0","0","0","29","1","131"
"NVRA BY MAIL","7","2","0","0","0","0","0","0","9","0","OTHER","3","2","0","0","0","0","3","0","8"
"OTHER MEANS","2","2","0","0","0","0","0","0","4","13","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","10","2","0","0","2","0","5","5,706","5,725"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","583","325","4","2","14","0","369","21","1,318","81","TOTAL","178","120","4","0","3","0","88","5,714","6,107"
