"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","33","5","0","0","0","0","11","1","50","33","COUNTY TRANSFER - OUT","54","9","0","0","1","0","15","0","79"
"DESIGNATED STATE AGENCIES","9","9","0","0","0","0","2","1","21","1","CRIMINAL CONVICTION","0","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","33","10","0","0","0","0","5","0","48"
"FROM ANOTHER BOARD","1","1","0","0","0","0","1","0","3","0","DUPLICATE","1","1","0","0","0","0","4","0","6"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","0","0","0","0","0","3","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","174","60","2","0","0","0","76","2","314","51","MOVED OUT OF STATE","11","17","0","0","0","0","4","0","32"
"NVRA BY MAIL","4","6","0","0","0","0","2","1","13","1","OTHER","1","1","0","0","0","0","0","0","2"
"OTHER MEANS","5","1","0","0","0","0","3","0","9","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","53","53","0","0","0","0","31","2","139"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"TOTAL","228","82","2","0","0","0","98","5","415","87","TOTAL","153","92","0","0","1","0","59","2","307"
