"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","3","7","0","0","0","0","0","0","10","1","COUNTY TRANSFER - OUT","12","9","1","0","0","0","7","0","29"
"DESIGNATED STATE AGENCIES","4","1","0","0","0","0","0","0","5","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","39","22","0","0","0","0","5","1","67"
"FROM ANOTHER BOARD","0","3","0","0","0","0","0","0","3","0","DUPLICATE","1","0","0","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","2","0","0","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","50","46","0","0","1","0","19","1","117","21","MOVED OUT OF STATE","1","1","0","0","0","0","2","0","4"
"NVRA BY MAIL","0","1","0","0","0","0","0","0","1","0","OTHER","2","3","0","0","0","0","1","0","6"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","5","0","0","0","0","5","0","15"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","58","60","0","0","1","0","20","1","140","22","TOTAL","60","40","1","0","0","0","21","1","123"
