"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","2","1","BOARD ACTION","3,218","1,393","26","1","13","0","1,127","93","5,871"
"BY MAIL","951","465","13","1","7","0","424","21","1,882","283","COUNTY TRANSFER - OUT","2,097","930","14","1","6","1","632","86","3,767"
"DESIGNATED STATE AGENCIES","1,288","693","15","2","19","0","696","14","2,727","9","CRIMINAL CONVICTION","164","87","2","0","3","0","62","4","322"
"ELDERLY / DISABLED","2","0","0","0","0","0","1","0","3","0","DEATH NOTICE","1,367","624","0","0","0","0","111","36","2,138"
"FROM ANOTHER BOARD","383","109","6","0","0","0","122","8","628","18","DUPLICATE","76","28","0","0","0","0","17","1","122"
"PROVISIONAL BALLOT","4","0","0","0","0","0","2","0","6","1","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","0","1"
"IN PERSON","47","24","1","1","0","0","23","1","97","5","MENTAL INCOMPETENCY","3","0","0","0","0","0","1","1","5"
"MOTOR VEHICLE ADMINISTRATION","4,318","2,032","38","2","61","3","2,456","85","8,995","685","MOVED OUT OF STATE","1,334","784","15","1","6","0","466","68","2,674"
"NVRA BY MAIL","109","58","2","0","2","0","36","3","210","6","OTHER","289","79","5","0","1","0","127","7","508"
"OTHER MEANS","215","42","1","1","1","0","85","12","357","636","VOTER REQUEST","12","10","1","0","0","0","6","0","29"
"RECRUITING","0","2","0","0","0","0","0","0","2","0","CONFIRMATION MAIL","1,478","1,203","13","3","13","0","801","9,183","12,694"
"SOCIAL SERVICES","2","1","0","0","0","0","0","0","3","1","","","","","","","","","",""
"VOLUNTEER","47","15","0","0","4","0","8","0","74","1","","","","","","","","","",""
"TOTAL","7,367","3,441","76","7","94","3","3,854","144","14,986","1,646","TOTAL","10,039","5,138","76","6","42","1","3,350","9,479","28,131"
