"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","14","20","0","0","0","0","10","0","44","0","COUNTY TRANSFER - OUT","72","68","0","0","0","0","34","0","174"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","1","1","4","0","CRIMINAL CONVICTION","45","29","1","0","1","0","21","2","99"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","91","54","0","0","0","0","14","1","160"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","0","0","0","0","0","2","0","3","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","3","10","0","0","0","0","5","0","18","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","120","108","0","0","3","0","82","4","317","0","MOVED OUT OF STATE","15","20","0","0","0","0","9","0","44"
"NVRA BY MAIL","8","3","0","0","0","0","5","0","16","0","OTHER","0","4","0","0","0","0","0","0","4"
"OTHER MEANS","0","1","0","0","0","0","0","0","1","0","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","62","31","0","0","0","0","9","0","102"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","150","142","0","0","3","0","106","5","406","0","TOTAL","286","206","1","0","1","0","87","3","584"
