"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","75","85","1","1","2","0","57","0","221","7","COUNTY TRANSFER - OUT","168","115","0","0","0","1","82","0","366"
"DESIGNATED STATE AGENCIES","82","89","3","0","2","0","50","0","226","3","CRIMINAL CONVICTION","35","22","1","0","1","0","17","0","76"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","245","91","0","0","0","0","28","0","364"
"FROM ANOTHER BOARD","1","3","0","0","0","0","3","0","7","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","2","0","4","1","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","402","261","2","0","9","0","283","3","960","279","MOVED OUT OF STATE","29","44","0","0","0","0","21","0","94"
"NVRA BY MAIL","15","13","0","0","0","0","6","0","34","2","OTHER","3","3","0","0","0","0","3","0","9"
"OTHER MEANS","3","2","0","0","0","0","0","0","5","0","VOTER REQUEST","6","8","1","0","0","0","4","0","19"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","1","0","0","0","1","0","","","","","","","","","",""
"TOTAL","579","454","6","1","14","0","401","3","1,458","292","TOTAL","487","283","2","0","1","1","155","0","929"
