"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","6","10","0","0","0","0","5","1","22","2","COUNTY TRANSFER - OUT","5","17","0","0","1","0","6","0","29"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","4","2","0","0","0","0","0","0","6"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","1","0","1"
"MOTOR VEHICLE ADMINISTRATION","13","15","0","0","1","0","11","0","40","3","MOVED OUT OF STATE","6","12","0","0","0","0","4","1","23"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","1","0","0","0","0","1","0","2"
"OTHER MEANS","2","0","0","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","57","49","0","0","0","0","22","1","129"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","3","5","0","0","1","0","1","0","10","0","","","","","","","","","",""
"TOTAL","25","31","0","0","2","0","17","1","76","6","TOTAL","73","81","0","0","1","0","34","2","191"
