"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","3","5","0","0","0","0","1","0","9","0","COUNTY TRANSFER - OUT","6","5","0","0","0","0","2","0","13"
"DESIGNATED STATE AGENCIES","4","0","0","0","0","0","2","0","6","0","CRIMINAL CONVICTION","2","6","0","0","0","0","1","0","9"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","48","48","0","0","0","0","3","0","99"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","27","33","1","0","0","0","24","0","85","19","MOVED OUT OF STATE","11","17","0","0","0","0","6","1","35"
"NVRA BY MAIL","3","0","0","0","0","0","0","0","3","2","OTHER","1","0","0","0","0","0","1","0","2"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","120","114","0","0","1","0","56","2","293"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","39","38","1","0","0","0","28","0","106","21","TOTAL","188","190","0","0","1","0","69","3","451"
