"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","4","0","0","0","0","0","0","4","51","BOARD ACTION","957","413","7","0","3","5","195","23","1,603"
"BY MAIL","606","340","2","3","3","8","228","13","1,203","222","COUNTY TRANSFER - OUT","1,507","675","7","1","25","8","447","38","2,708"
"DESIGNATED STATE AGENCIES","111","21","0","0","11","2","44","1","190","5","CRIMINAL CONVICTION","67","19","1","0","0","1","23","0","111"
"ELDERLY / DISABLED","0","1","0","0","0","0","0","0","1","3","DEATH NOTICE","282","106","0","0","2","0","15","7","412"
"FROM ANOTHER BOARD","26","10","0","1","1","0","4","0","42","49","DUPLICATE","421","117","2","0","0","0","90","35","665"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","11","MAIL VERIFICATION (NVRA)","631","348","5","0","12","5","297","10","1,308"
"IN PERSON","22","14","0","0","6","0","8","0","50","12","MENTAL INCOMPETENCY","1","1","0","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","2,896","1,265","17","5","530","26","1,313","19","6,071","1,416","MOVED OUT OF STATE","502","336","3","0","7","4","206","10","1,068"
"NVRA BY MAIL","55","41","1","1","10","0","23","0","131","9","OTHER","23","12","0","0","4","0","20","2","61"
"OTHER MEANS","50","15","0","0","4","0","18","0","87","5,727","VOTER REQUEST","4","3","0","0","0","1","1","0","9"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6,341","3,481","55","1","44","58","2,439","237","12,656"
"SOCIAL SERVICES","24","5","0","0","2","0","17","0","48","58","","","","","","","","","",""
"VOLUNTEER","2","1","0","0","0","0","2","0","5","2","","","","","","","","","",""
"TOTAL","3,792","1,717","20","10","567","36","1,657","33","7,832","7,565","TOTAL","10,736","5,511","80","2","97","82","3,733","362","20,603"
