"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","26","24","0","0","2","0","9","0","61","7","COUNTY TRANSFER - OUT","28","16","0","0","3","1","25","0","73"
"DESIGNATED STATE AGENCIES","3","0","0","0","1","0","2","0","6","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","2","1","0","0","0","0","1","0","4"
"FROM ANOTHER BOARD","2","1","0","1","0","0","1","0","5","0","DUPLICATE","13","19","0","0","0","0","8","0","40"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","0","0","0","0","0","1","0","3"
"IN PERSON","2","1","0","0","0","0","2","0","5","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","97","82","0","0","34","0","93","0","306","62","MOVED OUT OF STATE","11","18","0","0","0","0","2","0","31"
"NVRA BY MAIL","6","8","0","0","0","0","0","0","14","1","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","4","1","0","0","0","0","1","0","6","82","VOTER REQUEST","0","0","0","0","0","1","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","28","31","0","0","2","0","9","0","70"
"SOCIAL SERVICES","0","1","0","0","0","0","1","0","2","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","140","119","0","1","37","0","109","0","406","153","TOTAL","85","85","0","0","5","2","46","0","223"
