"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","37","BOARD ACTION","0","0","0","0","0","0","1","0","1"
"BY MAIL","90","34","0","1","6","1","39","4","175","69","COUNTY TRANSFER - OUT","96","48","0","0","0","0","28","1","173"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","1","DEATH NOTICE","3","0","0","0","0","0","0","0","3"
"FROM ANOTHER BOARD","1","2","0","0","0","0","0","0","3","3","DUPLICATE","10","7","0","0","0","0","6","0","23"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","2","MAIL VERIFICATION (NVRA)","556","302","5","0","10","4","258","8","1,143"
"IN PERSON","2","3","0","0","0","0","2","0","7","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","168","85","1","0","29","1","95","2","381","83","MOVED OUT OF STATE","59","28","0","0","2","0","18","0","107"
"NVRA BY MAIL","5","1","0","0","0","0","2","0","8","1","OTHER","8","4","0","0","2","0","6","0","20"
"OTHER MEANS","6","3","0","0","0","0","0","0","9","690","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","10","3","0","0","0","1","5","105","124"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","3","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"TOTAL","273","129","1","1","35","2","138","6","585","893","TOTAL","742","392","5","0","14","5","323","114","1,595"
