"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","2","0","2"
"BY MAIL","2","4","0","1","2","0","5","0","14","0","COUNTY TRANSFER - OUT","27","15","0","0","0","0","7","0","49"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","1","CRIMINAL CONVICTION","2","0","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","1","0","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","2","DUPLICATE","3","0","0","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","1","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","51","38","1","0","8","3","24","0","125","32","MOVED OUT OF STATE","3","1","0","0","0","0","2","0","6"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","1","0","0","0","0","1","0","2"
"OTHER MEANS","0","0","0","0","0","0","1","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","4","0","0","0","0","2","0","12"
"SOCIAL SERVICES","1","1","0","0","0","0","1","0","3","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","55","44","1","1","11","3","31","0","146","35","TOTAL","42","21","0","0","0","0","14","0","77"
