"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","81","23","0","0","15","1","30","1","151","20","COUNTY TRANSFER - OUT","144","47","2","0","3","0","46","0","242"
"DESIGNATED STATE AGENCIES","0","0","0","0","1","0","2","0","3","0","CRIMINAL CONVICTION","5","3","0","0","0","1","1","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","4","1","0","0","1","0","1","0","7"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","3","DUPLICATE","49","17","1","0","0","0","21","1","89"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","1","0","0","0","1"
"IN PERSON","2","0","0","0","0","0","1","0","3","0","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","472","147","1","1","109","2","281","3","1,016","175","MOVED OUT OF STATE","232","143","2","0","3","1","113","2","496"
"NVRA BY MAIL","3","0","1","0","1","0","2","0","7","1","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","7","1","0","0","2","0","5","0","15","18","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","38","15","1","0","1","0","9","0","64"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","2","0","0","0","0","0","2","0","4","0","","","","","","","","","",""
"TOTAL","567","171","2","1","128","3","323","4","1,199","217","TOTAL","474","226","6","0","9","2","191","3","911"
