"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","8","12","0","0","1","3","2","0","26","0","COUNTY TRANSFER - OUT","43","39","0","0","0","0","17","1","100"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","4","4","0","0","0","0","2","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","24","8","0","0","0","0","1","0","33"
"FROM ANOTHER BOARD","0","1","0","0","0","0","1","0","2","0","DUPLICATE","4","4","0","0","0","0","3","0","11"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","25","28","0","0","0","0","14","0","67"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","107","81","1","0","28","0","58","0","275","5","MOVED OUT OF STATE","36","34","0","0","0","1","14","0","85"
"NVRA BY MAIL","2","2","0","0","2","0","1","0","7","0","OTHER","1","0","0","0","1","0","0","0","2"
"OTHER MEANS","1","0","0","0","0","0","0","0","1","2","VOTER REQUEST","0","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","24","15","0","0","0","0","11","0","50"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","118","97","1","0","31","3","62","0","312","7","TOTAL","161","132","0","0","1","1","63","1","359"
