"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","0","BOARD ACTION","957","413","7","0","3","5","192","23","1,600"
"BY MAIL","106","65","1","0","8","2","23","1","206","8","COUNTY TRANSFER-OUT","232","101","3","0","4","0","70","6","416"
"DESIGNATED STATE AGENCIES","27","6","0","0","0","1","5","1","40","1","CRIMINAL CONVICTION","28","6","0","0","0","0","9","0","43"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","2","3","0","0","0","0","0","0","5"
"FROM ANOTHER BOARD","9","1","0","0","0","0","0","0","10","1","DUPLICATE","39","11","0","0","0","0","13","0","63"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","35","10","0","0","1","0","12","1","59"
"IN PERSON","1","0","0","0","2","0","0","0","3","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","473","162","2","0","75","6","179","4","901","4","MOVED OUT OF STATE","34","18","0","0","1","0","4","1","58"
"NVRA BY MAIL","18","10","0","0","3","0","7","0","38","1","OTHER","7","2","0","0","1","0","2","0","12"
"OTHER MEANS","2","1","0","0","0","0","1","0","4","149","VOTER REQUEST","2","1","0","0","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5,051","2,463","39","0","10","46","1,806","127","9,542"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","636","246","3","0","88","9","215","6","1,203","165","TOTAL","6,387","3,029","49","0","20","51","2,108","158","11,802"
