"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","1","0","0","1","0","10","0","BOARD ACTION","1","0","0","0","1","0","2"
"BY MAIL","130","38","0","0","42","0","210","25","COUNTY TRANSFER - OUT","381","87","3","0","95","2","568"
"DESIGNATED STATE AGENCIES","3","2","0","0","2","0","7","0","CRIMINAL CONVICTION","16","0","0","0","1","0","17"
"ELDERLY / DISABLED","6","0","0","0","0","0","6","0","DEATH NOTICE","13","5","0","0","0","0","18"
"FROM ANOTHER BOARD","8","1","0","0","4","1","14","1","DUPLICATE","91","12","0","0","9","0","112"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","32","2","1","0","5","1","41","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","588","138","6","5","229","5","971","24","MOVED OUT OF STATE","80","18","1","1","15","1","116"
"NVRA BY MAIL","13","3","0","1","6","1","24","1","OTHER","25","6","2","0","6","1","40"
"OTHER MEANS","5","0","0","0","4","0","9","0","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","5","0","0","0","0","0","5","0","","","","","","","",""
"TOTAL","798","185","7","6","293","8","1,297","51","TOTAL","608","128","6","1","127","4","874"
