"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","113","64","3","1","46","0","227","9","COUNTY TRANSFER - OUT","162","103","2","1","72","0","340"
"DESIGNATED STATE AGENCIES","9","1","0","0","4","0","14","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","9","5","0","0","6","0","20","0","DUPLICATE","22","15","1","0","10","0","48"
"PROVISIONAL BALLOT","0","1","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","3","1","0","0","0","0","4"
"IN PERSON","4","1","0","0","3","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","448","339","7","5","349","1","1,149","369","MOVED OUT OF STATE","54","64","2","0","35","1","156"
"NVRA BY MAIL","21","19","0","1","10","0","51","1","OTHER","4","2","0","0","7","0","13"
"OTHER MEANS","1","2","0","0","7","0","10","1","VOTER REQUEST","8","8","0","0","7","0","23"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","808","767","19","11","462","1","2,068"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","15","21","1","5","28","0","70","0","","","","","","","",""
"TOTAL","620","453","11","12","453","1","1,550","381","TOTAL","1,061","960","24","12","593","2","2,652"
