"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","115","13","0","0","28","1","157","0","COUNTY TRANSFER - OUT","351","103","1","1","48","36","540"
"DESIGNATED STATE AGENCIES","96","16","0","0","28","2","142","0","CRIMINAL CONVICTION","37","6","0","1","9","5","58"
"ELDERLY / DISABLED","3","0","0","0","1","0","4","0","DEATH NOTICE","164","47","0","0","6","10","227"
"FROM ANOTHER BOARD","347","56","1","3","122","8","537","0","DUPLICATE","69","10","0","0","5","12","96"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","665","153","5","2","82","93","1,000"
"IN PERSON","6","1","0","0","4","0","11","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","278","37","1","0","76","5","397","0","MOVED OUT OF STATE","249","91","0","0","22","33","395"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","715","77","2","8","181","24","1,007"
"OTHER MEANS","79","6","0","0","21","1","107","4","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","13","5","0","0","1","4","23"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","4","0","0","0","2","0","6","0","","","","","","","",""
"TOTAL","928","129","2","3","283","17","1,362","4","TOTAL","2,263","492","8","12","354","217","3,346"
