"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","1","6","0","0","3","0","10","0","COUNTY TRANSFER - OUT","9","13","0","0","6","1","29"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","1","0","0","0","0","0","1","0","DEATH NOTICE","5","0","0","0","2","0","7"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","1","0","0","1","0","3"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","135","127","3","5","112","4","386","0","MOVED OUT OF STATE","16","18","0","0","6","1","41"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","1","1","0","0","1","0","3"
"OTHER MEANS","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","1","0","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","138","133","3","5","115","4","398","0","TOTAL","33","35","0","0","17","2","87"
