"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","3","3","0","0","4","0","10","0","COUNTY TRANSFER - OUT","5","7","0","0","7","0","19"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","1","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","20","5","0","0","1","0","26"
"FROM ANOTHER BOARD","2","4","0","0","0","0","6","0","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","5","0","0","0","0","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","18","14","0","0","7","0","39","10","MOVED OUT OF STATE","7","6","0","0","3","0","16"
"NVRA BY MAIL","1","0","0","0","0","0","1","1","OTHER","0","1","0","0","0","0","1"
"OTHER MEANS","1","1","0","0","1","0","3","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","30","22","0","0","12","0","64","12","TOTAL","34","20","0","0","11","0","65"
