"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","24","25","0","0","10","2","61","0","COUNTY TRANSFER - OUT","66","65","0","0","34","0","165"
"DESIGNATED STATE AGENCIES","1","2","0","0","1","0","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","19","10","0","0","2","0","31"
"FROM ANOTHER BOARD","0","1","0","0","0","0","1","0","DUPLICATE","5","1","0","0","0","0","6"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","3","0","0","2","0","9"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","216","176","3","7","118","4","524","0","MOVED OUT OF STATE","30","39","0","0","12","1","82"
"NVRA BY MAIL","13","12","0","0","2","0","27","0","OTHER","10","3","1","0","2","0","16"
"OTHER MEANS","5","4","0","0","3","0","12","0","VOTER REQUEST","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","10","9","0","0","3","0","22"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","259","220","3","7","134","6","629","0","TOTAL","144","130","1","0","56","1","332"
