"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","27","21","1","1","19","0","69","0","COUNTY TRANSFER - OUT","33","45","1","0","19","1","99"
"DESIGNATED STATE AGENCIES","7","5","0","0","1","0","13","0","CRIMINAL CONVICTION","1","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","54","44","0","0","14","0","112"
"FROM ANOTHER BOARD","7","7","0","0","4","0","18","0","DUPLICATE","4","2","1","0","4","0","11"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","153","184","1","1","123","1","463"
"IN PERSON","2","0","0","0","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","137","116","0","2","125","0","380","4","MOVED OUT OF STATE","21","30","1","0","20","0","72"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","7","4","0","0","6","0","17"
"OTHER MEANS","3","2","0","0","3","0","8","0","VOTER REQUEST","0","1","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1,143","1,415","13","10","819","2","3,402"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","5","0","0","0","0","0","5","0","","","","","","","",""
"TOTAL","188","151","1","3","153","0","496","4","TOTAL","1,416","1,725","17","11","1,007","4","4,180"
