"Garrett","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","2","0","0","0","0","0","2","0","COUNTY TRANSFER - OUT","2","3","0","0","1","0","6"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","4","10","0","0","0","1","15"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","15","23","0","0","10","1","49","9","MOVED OUT OF STATE","2","2","0","0","0","0","4"
"NVRA BY MAIL","0","1","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","0","1","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","8","0","0","2","0","11"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","17","26","0","0","11","1","55","9","TOTAL","9","24","0","0","3","1","37"
