"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","0","2","0","1","1","0","4","0","COUNTY TRANSFER - OUT","11","10","0","0","10","0","31"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","3","0","0","1","0","6"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","68","62","0","0","6","0","136"
"FROM ANOTHER BOARD","0","1","0","0","0","0","1","0","DUPLICATE","2","1","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","10","12","0","0","7","0","29","0","MOVED OUT OF STATE","36","1","0","0","7","0","44"
"NVRA BY MAIL","9","18","1","1","12","0","41","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","1","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","0","1","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","20","33","1","2","20","0","76","0","TOTAL","120","78","0","0","24","1","223"
