"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","1","0","0","2","0","11","6","BOARD ACTION","3","2","0","0","4","0","9"
"BY MAIL","848","376","12","8","348","11","1,603","76","COUNTY TRANSFER - OUT","1,846","895","17","3","603","53","3,417"
"DESIGNATED STATE AGENCIES","128","42","0","1","46","2","219","3","CRIMINAL CONVICTION","91","20","0","1","29","6","147"
"ELDERLY / DISABLED","11","0","0","0","2","0","13","1","DEATH NOTICE","1,202","613","1","0","160","24","2,000"
"FROM ANOTHER BOARD","425","102","1","3","161","10","702","11","DUPLICATE","312","93","2","2","69","13","491"
"PROVISIONAL BALLOT","0","1","0","0","0","0","1","4","MAIL VERIFICATION (NVRA)","1,054","528","7","4","315","100","2,008"
"IN PERSON","73","29","1","0","23","2","128","2","MENTAL INCOMPETENCY","0","0","0","0","1","0","1"
"MOTOR VEHICLE ADMINISTRATION","4,262","2,219","45","57","2,673","76","9,332","768","MOVED OUT OF STATE","1,227","784","13","5","450","47","2,526"
"NVRA BY MAIL","95","76","1","4","50","1","227","8","OTHER","1,061","213","12","10","361","35","1,692"
"OTHER MEANS","118","32","0","0","48","1","199","168","VOTER REQUEST","10","9","0","0","9","0","28"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6,483","4,274","67","40","3,443","25","14,332"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","41","34","1","6","38","0","120","0","","","","","","","",""
"TOTAL","6,009","2,912","61","79","3,391","103","12,555","1,047","TOTAL","13,289","7,431","119","65","5,444","303","26,651"
